coso	site	origen
vocento.burgosconecta-megabanner_tres	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-megabanner_tres_local	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_cinco	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_cinco_local	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_cuatro	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_cuatro_local	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_diez	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_diez_local	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_dos	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_dos_local	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_nueve	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_ocho	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_ocho_local	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_seis	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_seis_local	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_siete	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_siete_local	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_tres	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-robapaginas_tres_local	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-skyscraper_der	burgosconecta	amazonVocentoSlotname
vocento.burgosconecta-skyscraper_izq	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-megabanner	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-megabanner_cinco	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-megabanner_cinco_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-megabanner_cuatro	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-megabanner_cuatro_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-megabanner_dos	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-megabanner_dos_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-megabanner_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-megabanner_tres	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-megabanner_tres_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_cinco	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_cinco_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_cuatro	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_cuatro_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_diez	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_diez_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_dos	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_nueve	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_nueve_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_ocho	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_ocho_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_seis	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_seis_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_siete	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_siete_local	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_tres	burgosconecta	amazonVocentoSlotname
webm.BURGOSCONECTA-robapaginas_tres_local	burgosconecta	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/canarias	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/canarias/gran-canaria	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/canarias/la-palma	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/deportes	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/revista-c7	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/revista-c7/gastronomia	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/sociedad	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/sucesos	canarias7	amazonVocentoSlotname
vocento.canarias7-megabanner	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_dos	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_dos_local	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-megabanner	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_dos_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_local	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/antropia	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/canarias/el-hierro	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/canarias/fuerteventura	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/canarias/gran-canaria/las-palmas-de-gran-canaria	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/canarias/gran-canaria/telde	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/canarias/la-gomera	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/canarias/lanzarote/	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/canarias/tenerife	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/cultura	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/cultura/pleamar	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/deportes/baloncesto	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/deportes/cb-gran-canaria	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/deportes/motor	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/deportes/ud-las-palmas	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/economia	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/economia/mercados	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/economia/motor-7	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/economia/vivienda	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/hemeroteca	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/internacional	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/loteria	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/loteria/navidad	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/motor	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/multimedia	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/nacional	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/opinion	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/opinion/firmas	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/opinion/morgan	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/planes	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/politica	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/servicios	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/servicios/eltiempo	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/servicios/esquelas	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/sociedad/mascotas	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/sociedad/salud	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/sociedad/salud/vida-sana	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/tecnologia	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/temas/portada	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/vivir	canarias7	amazonVocentoSlotname
/4900/webm.CANARIAS7/AMP/vivir/salud	canarias7	amazonVocentoSlotname
vocento.canarias7-megabanner_cinco	canarias7	amazonVocentoSlotname
vocento.canarias7-megabanner_cinco_local	canarias7	amazonVocentoSlotname
vocento.canarias7-megabanner_cuatro	canarias7	amazonVocentoSlotname
vocento.canarias7-megabanner_cuatro_local	canarias7	amazonVocentoSlotname
vocento.canarias7-megabanner_dos	canarias7	amazonVocentoSlotname
vocento.canarias7-megabanner_dos_local	canarias7	amazonVocentoSlotname
vocento.canarias7-megabanner_local	canarias7	amazonVocentoSlotname
vocento.canarias7-megabanner_tres	canarias7	amazonVocentoSlotname
vocento.canarias7-megabanner_tres_local	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_cinco	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_cinco_local	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_cuatro	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_cuatro_local	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_diez	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_diez_local	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_nueve	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_ocho	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_ocho_local	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_seis	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_seis_local	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_siete	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_siete_local	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_tres	canarias7	amazonVocentoSlotname
vocento.canarias7-robapaginas_tres_local	canarias7	amazonVocentoSlotname
vocento.canarias7-skyscraper_der	canarias7	amazonVocentoSlotname
vocento.canarias7-skyscraper_izq	canarias7	amazonVocentoSlotname
webm.CANARIAS7-megabanner_cinco	canarias7	amazonVocentoSlotname
webm.CANARIAS7-megabanner_cinco_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-megabanner_cuatro	canarias7	amazonVocentoSlotname
webm.CANARIAS7-megabanner_cuatro_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-megabanner_dos	canarias7	amazonVocentoSlotname
webm.CANARIAS7-megabanner_dos_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-megabanner_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-megabanner_tres	canarias7	amazonVocentoSlotname
webm.CANARIAS7-megabanner_tres_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_cinco	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_cinco_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_cuatro	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_cuatro_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_diez	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_diez_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_dos	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_nueve	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_nueve_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_ocho	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_ocho_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_seis	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_seis_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_siete	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_siete_local	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_tres	canarias7	amazonVocentoSlotname
webm.CANARIAS7-robapaginas_tres_local	canarias7	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/andalucia	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/deportes	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/economia	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/malaga	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/malaga-capital	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/malagaenlamesa	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/motor	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/nacional	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/planes	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/semana-santa	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/sociedad	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/sociedad/salud	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/sucesos	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/turismo	diariosur	amazonVocentoSlotname
vocento.diariosur-megabanner	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_dos	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_dos_local	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-megabanner	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_dos_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_local	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/antropia	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/axarquia	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/axarquia/rincon	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/carnaval	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/costadelsol	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/culturas	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/deportes/baloncesto	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/deportes/ciclismo	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/deportes/futbol	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/deportes/futbol/mundial	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/deportes/futbol-femenino	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/deportes/motor	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/economia/agroalimentacion	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/economia/mercados	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/economia/vivienda	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/elecciones	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/elecciones/andalucia	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/elecciones/madrid	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/elecciones/municipales	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/feria	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/festival-malaga	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/gente-estilo	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/interior	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/internacional	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/loteria	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/loteria/el-nino	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/loteria/navidad	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/malagacanal	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/malagacf	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/malagaenlamesa/ensaladilla-rusa	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/marbella-estepona	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/opinion	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/planes/canal-esqui	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/planes/viajes	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/sociedad/educacion	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/tecnologia	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/temas/portada	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/unicaja	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/vivir	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/AMP/vivir/salud	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOSUR/portada	diariosur	amazonVocentoSlotname
vocento.diariosur-megabanner_cinco	diariosur	amazonVocentoSlotname
vocento.diariosur-megabanner_cinco_local	diariosur	amazonVocentoSlotname
vocento.diariosur-megabanner_cuatro	diariosur	amazonVocentoSlotname
vocento.diariosur-megabanner_cuatro_local	diariosur	amazonVocentoSlotname
vocento.diariosur-megabanner_dos	diariosur	amazonVocentoSlotname
vocento.diariosur-megabanner_dos_local	diariosur	amazonVocentoSlotname
vocento.diariosur-megabanner_local	diariosur	amazonVocentoSlotname
vocento.diariosur-megabanner_tres	diariosur	amazonVocentoSlotname
vocento.diariosur-megabanner_tres_local	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_cinco	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_cinco_local	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_cuatro	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_cuatro_local	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_diez	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_diez_local	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_nueve	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_ocho	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_ocho_local	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_seis	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_seis_local	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_siete	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_siete_local	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_tres	diariosur	amazonVocentoSlotname
vocento.diariosur-robapaginas_tres_local	diariosur	amazonVocentoSlotname
vocento.diariosur-skyscraper_der	diariosur	amazonVocentoSlotname
vocento.diariosur-skyscraper_izq	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-megabanner_cinco	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-megabanner_cinco_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-megabanner_cuatro	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-megabanner_cuatro_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-megabanner_dos	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-megabanner_dos_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-megabanner_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-megabanner_tres	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-megabanner_tres_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_cinco	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_cinco_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_cuatro	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_cuatro_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_diez	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_diez_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_dos	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_nueve	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_nueve_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_ocho	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_ocho_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_seis	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_seis_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_siete	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_siete_local	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_tres	diariosur	amazonVocentoSlotname
webm.DIARIOSUR-robapaginas_tres_local	diariosur	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/culturas/tv	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/deportes	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/deportes/atletismo/behobia-sansebastian/	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/economia	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/gastronomia	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/gastronomia/despensa	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/gastronomia/restaurantes	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/gente-estilo	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/gipuzkoa	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/gipuzkoademoda	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/san-sebastian	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/sociedad	diariovasco	amazonVocentoSlotname
vocento.diariovasco-megabanner	diariovasco	amazonVocentoSlotname
vocento.diariovasco-robapaginas	diariovasco	amazonVocentoSlotname
vocento.diariovasco-robapaginas_dos	diariovasco	amazonVocentoSlotname
vocento.diariovasco-robapaginas_dos_local	diariovasco	amazonVocentoSlotname
vocento.diariovasco-robapaginas_local	diariovasco	amazonVocentoSlotname
vocento.diariovasco-skyscraper_der	diariovasco	amazonVocentoSlotname
webm.DIARIOVASCO-megabanner	diariovasco	amazonVocentoSlotname
webm.DIARIOVASCO-megabanner_local	diariovasco	amazonVocentoSlotname
webm.DIARIOVASCO-robapaginas	diariovasco	amazonVocentoSlotname
webm.DIARIOVASCO-robapaginas_local	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/alto-deba	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/alto-urola	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/antropia	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/bajo-deba	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/bidasoa	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/bidasoa/hondarribia	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/buruntzaldea	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/clasica-san-sebastian	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/costa-urola	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/culturas	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/culturas/cine	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/culturas/jazzaldia	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/culturas/libros	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/culturas/libros/criticas	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/culturas/musica	diariovasco	amazonVocentoSlotname
/4900/webm.DIARIOVASCO/AMP/culturas/zinemaldia	diariovasco	amazonVocentoSlotname
